Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
"Got to love a gig, meeting randomers  ya mates beside you abs narcotics flowing is there anything better"	Casablanca	Fleetwood	en			
Coke opiates and on hard :/	Pacific Time (US & Canada)		en			
@Meljanx I guess she’s just a psycho about hyperalgesia because I’ve been on opiates for 10+ years and she did her college thesis on it. 😂		USA	en			
"Yet again, these days, anyone with chronic pain who takes opiates is being framed as a criminal"	Pacific Time (US & Canada)	USA	en			
"@FoxNews @TheJuanWilliams Build a wall, that'll stop the opiates from the pharmaceutical companies."	Eastern Time (US & Canada)	North East	en			
Sipping opiates nd drinking heroin while Vince shoots up		"Arlington, TX"	en			
"@pixelatedboat It’s ok he was farming opiates, and opiates are bad"	International Date Line West	United States	en			
@CBCCalgary Why not spend some money on real police  enforcement. Let's stop the criminals now. Why are so many people using opioids?	Pacific Time (US & Canada)	"Alberta, Canada"	en			
"Get rid of small farmers and manufacturing.
Destroy rural communities.
Feed them God, Fox, guns and opioids."	Mountain Time (US & Canada)	Albuquerque via Minneapolis 	en			
Banning guns will work as well as banning heroin did.  And crack.  And opioids.  What don’t people get ?		Massachusetts 	en			
@realDonaldTrump Fuck off Donnie! You don’t care about opioids as long as you have your cocaine! Smoke another rock!		"HB,CA"	en			
"@LesWalgreen @ericbolling The problem is not with Big Pharma either- since they cannot give ""free samples"" of opioids, nor advertise them."	Central Time (US & Canada)	"Spring, TX. USA"	en			
@seanhannity what is the name of that documentary on opioids you mentioned on radio today?	Eastern Time (US & Canada)	All of Florida	en			
"@LesWalgreen @ericbolling Drs who prescribe opioids have been required to maintain reports, have patients take quarterly drug tests for yrs."	Central Time (US & Canada)	"Spring, TX. USA"	en			
"Republicans -
Gun debate: don't punish law-abiding people for actions of others
Opioid debate: stop all these medications now!
?????"	Eastern Time (US & Canada)	"Charleston, SC"	en			
@MaximumOverDerp there was heroin and speed and benzos and oxys it’s been tough			en			
my benzos are script			en			
@AddactionUK 1) come down from uppers 2) the combination of benzos and alcohol is  another reason		London	en			
"@stefapie @faviator okay yes thank you, benzos. i’m not well versed on the classes."	Pacific Time (US & Canada)	"Reno, NV"	en			
"@LRLJHNSN @faviator benzos are like little drops of heaven, bless them for ridding us of the physical symptoms of anxiety"	Eastern Time (US & Canada)	Bostonish	en			
Wait.. I just had someone 4 days off Benzos try to school me on being sober... I mean... Progress not perfection?	Pacific Time (US & Canada)	next city	en			
@BritishTinnitus They tell you that you need to get used to living with it and prescribe some antidepressant or in my case benzos.		London	en			
@matt4evr na stop taking benzos bitch	Eastern Time (US & Canada)	ny	en			
@skrtts @cumbucket66 @okments Fuck that I’m still in wd from long lasting benzos	Eastern Time (US & Canada)	jontylerbunfagjakecollin	en			
Notes to self: The #19 bus is not the best place to dial in to a conference call. OTOH if you want to buy benzos or stolen shirts....	Pacific Time (US & Canada)	"Vancouver, Canada"	en			
"I'm back on them benzos, but only for a little while 😜"	Pacific Time (US & Canada)	Poland	en			
Addicted to Benzos		"San Francisco, CA"	en			
@pll_halebb Whoa 😱😱😱😱 Cutie 😍😍😍😍😍😍		"Michigan, USA"	en			
"98 days sober 
266 days no benzos 

Im proud of me

#doingthisforme
#iwillbeatthis
#almostrelapsedagain
#painisreal
#noonewillmakemedrink"	Pacific Time (US & Canada)		en			
@Forever_Benzos Thank you sis!! ❤️❤️❤️💜	Newfoundland	06/03 & 12/02	en			
These benzos really fuckin me up smh	Central Time (US & Canada)	MIA	en			
"@ResidentFOX you fucking kidding me. A doctor, nonetheless head of the hospital, doesn't know how benzodiazepines work!? Please.😒"	Eastern Time (US & Canada)	"Home of WVU, Almost Heaven"	en			
"U r like a drug for me, my own personal brand of heroin...

©From Sarah with love."	Pacific Time (US & Canada)	Бишкек	en			
@StefCphoto What’s the difference between a heroin binge and an overdose?	Eastern Time (US & Canada)	"Philadelphia, PA"	en			
@Golfinggary5221 @MAGAVoice @IWillRedPillYou The real crisis is Heroin!		United States	en			
@butlersheriff Also you could save lives by arming your officers with naloxone. A life is a life.	Eastern Time (US & Canada)	"Canton, OH"	en			
I was trained in how to administer naloxone today! 🙌#HarmReduction #TraumaInformedCare #HousingFirst	Central Time (US & Canada)	"Chicago, IL"	en			
"Detailing a case that started with 2mg of naloxone, became agitated, got ketamine, coded, and died in the ICU #GatheringEagles18"	Central Time (US & Canada)	"Seattle, WA"	en			
Naloxone is available without prescription @ pharmacies in 41 states on request &amp; some paperwork. $173 w/o insurance @  Hy-Vee in KCMO.	Central Time (US & Canada)		en			
"#migraine is more powerful than tramadol, Valium and marijuana..... 😢"	Central Time (US & Canada)		en			
"Tramadol, an atypical oral analgesic, appears to be effective."	Bucharest	New York	en			
"""In your book you write you take tramadol to sleep when the cats are being annoying...would you -""

""This is a dream isn't it!?""

""...yes"""		England (North East)	en			
@SonOfArthritis @medianewspy @SJAMcBride What have I told you about easing up on that Tramadol Billy?		Belfast Ireland.	en			
I am running on 3 hours of sleep and a tramadol. Delusional af 😭	Eastern Time (US & Canada)		en			
im never taking tramadol another day in my life ! that junk got me all messed up 😭			en			
"@MiannDhe @Blarkboifly Dude some one just took vodka with tramadol, the experience ain't cool atall
He is in a emergency ward, right now"		"Lagos,nigeria"	en			
"Shouldn’t have went out in the snow today, I’m in so much pain now 😭 tramadol &amp; bed."	London	"Cardiff, Wales"	en			
Incidentally the pharmacy didn't have enough tramadol and gave me the 12 they had lol. 12.	London	Scotland	en			
"Tramadol has some interesting side effects. Darth Vader just appeared in a dream, saying 'I find your lack of face disturbing.'"	America/Chicago	Oklahoma City	en			
"Imagine if Boots just decided to stop dispensing codeine, or tramadol."	London	"Sunderland, UK"	en			
"@wee_tank A quick Google reveals that the most common side effects of tramadol are feeling sick and dizzy. That, surely, is alcohol."	London		en			
Tramadol and chill			en			
"@richthejoiner @carmichaeltimo1 Couldn't do it without your support mate, oh and tramadol 🤤😂"	London	"Hull, England"	en			
"lol they sayin odb died from tramadol and cocaine 
thats not even like a hardcore mix"		U K? 	en			
@Kayodeoshinubi That's not even it... I'm just wandering when possession of tramadol became a crime		ZION	en			
@_Ebuka are you OK like this ?? How did he go off point ?? Better stop unnecessary tramadol		Earth	en			
An hour after taking codiene it's starting to wear off... I guess this is why they put me on a tramadol instead (I'm running out though).	Europe/London		en			
"@Jydeskillz Number one content, Tramadol"	West Central Africa	"Ibadan, Nigeria"	en			
@IJSbignose The tramadol really hates me 🙁		Lancing England 	en			
@Teelovey I know. 😂😂 I just took tramadol 😥			en			
"@johncheese I myself enjoy ""may sometimes cause intense vomiting"" tramadol for my neck."		"Pennsylvania, USA"	en			
@bruceandbeth Poor thing. Was he on tramadol after his op?	Pacific Time (US & Canada)	"Scotland, United Kingdom"	en			
@MICKEYLEE2009 Bent over barbell rows I shall never do that exercise again! Lucky we have Tramadol in our gaff 🙌🏼	Amsterdam	"Camborne, England"	en			
@flyddw Apple juice &amp; Hydromorphone ;-)	Central Time (US & Canada)	Migrating	en			
Force fields up Arm photon torpedoes hydromorphone getting glassed crystal joint #AlexThat Alexie Slatta Just got KWD-INU-PRF-1803020605	Eastern Time (US & Canada)		en			
Hello hydromorphone.	Central Time (US & Canada)	Migrating	en			
This dromedary needs Oxymorphone!	Pacific Time (US & Canada)	"Oklahoma, USA"	en			
This canary needs Oxymorphone!	Pacific Time (US & Canada)	"Oklahoma, USA"	en			
"The rupture of an ovarian cyst is usually self-limiting, and only requires expectant management and analgesics."	Kyiv	Newcastle	en			
@good_grandma @NBCNews Neuropathic pain not responding to non narcotic analgesics..			en			
"Although medicines are commonly prescribed for the treatment of sciatica, evidence for analgesics is poor."	Kyiv	United States	en			
My body looks like Escobar in Narcos :(			en			
@cody_macc lookin fly spending less don't need designer to impress.			en			
The Creek is rising boys. @jacobguillot3 @Noah_miller94 @D_Boyyyy @cody_1113 @MBrockhoeft great games tonight!!		"Texas, USA"	en			
All y’all really sleeping on Keefs new tape that’s all I gotta say	Atlantic Time (Canada)	"Wakefield, VA"	en			
@CodyRoarkNFL prayers for a fantastic season!  Go get em.	Central Time (US & Canada)	"Newport News, VA"	en			
@echotels ur hair looks so good!!! cody said to tell you ypu look really pretty 💖	Eastern Time (US & Canada)	he/they	en			
@cody_macc It looks like you’re about to sneak a roundhouse kick to someone’s face.	Pacific Time (US & Canada)	Nowhere U.S.A.	en			
"Feel so blessed to have a beautiful home, not having to worry about money, and Cody and Liv 😍"		"Monmouth, IL"	en			
Less than 24 hours to ROH Manhattan Mayhem!!! #toosweet #BulletClub #cody #youngbucks #martyscurll #FTR	Eastern Time (US & Canada)	Massapequa NY	en			
@thecgist22 Amen cody g		"Weatherford, TX"	en			
@clancywonk Thanks Cody! Gonna do it every Friday. Writing up a table of prompts now...		"Austin, TX"	en			
Cody fucking jinks		ExxonMobil Beaumont Refinery	en			
@cody_macc My nigga! I got those same shoes and they fucked up just like that too... smh	Quito		en			
the aUDACITY 😂 im done ✌🏼		Probably at school	en			
@byrongreg @cody_br_bush Haha with as much sarcasm as humanly possible			en			
@shvroncarter ZACH AND CODY FOUND AT SEA		 ⋮ #ᴄᴏᴇᴜʀ⋮	en			
Lost first second and series all by 3 pins 🙃🙃🤙🏻	Quito	seymour	en			
"We are back...again, just got done recording a new video
-Cody"	Eastern Time (US & Canada)	We Have No Clue	en			
Central FL bout to be hot soon...	Atlantic Time (Canada)	"Florida, USA"	en			
You learn from the bridge you burning when you see it burning 🔥	Atlantic Time (Canada)	"Florida, USA"	en			
"Only time in my life i decided not tu opdate Nightly build every week, and it was a version with a bug :/"	Belgrade		en			
xb1 eu gbs ? bored	Dublin	england	en			
My sister threatened me that she’s going to put alcohol in my hydro and edibles in my food while my parents are gone😬😂		"Honolulu, HI"	en			
"It’s pronounced Hydro-City, not Hydrossity

It’s probounced Blonk-uh, not Blank-a

It’s probounced Goddess, not Bayonetta"	Eastern Time (US & Canada)	"Someplace, Somewhere"	en			
My father shits on my dreams on the daily but it's okay ik he's just butt hurt cuz he wasted his entire life at a factory job.	Pacific Time (US & Canada)	Paradise Alley	en			
"You want to bleach your butthole? For anal stains from years of pooping?
Be safe. Try Oxy Clean first."		Nope	en			
"#Tucker
My mom took Oxy for nearly 2 decades &amp; never became addicted. She would forget doses occasionally if her pain wasn't bad that day."		California	en			
@Education4Libs Scripted intelligence. Is that a oxy moron.		"Lincoln Park, MI"	en			
Karl Marx was right about 1 thing that religion is the opioids of the masses. Just pop oxy like a normal person	Pacific Time (US & Canada)	"Yes i succ toes, 90037"	en			
@DPilsk @Occidental This is from the balcony of my house! The view is Oxy!		"Highland Park, IL"	en			
I swear oxi clean commercials could wake me up out of a dead sleep			en			
Puts🙊		"Salvador, Brasil"	en			
"@medic_armadillo i feel your pain, its a mess."	London		en			
i love fun	Pacific Time (US & Canada)	Georgia	en			
when girls asking you for nudes photos :D :D	Pacific Time (US & Canada)	Georgia	en			
everyone knows sex is fake.. only dump people teach them	Pacific Time (US & Canada)	Georgia	en			
when money decides every single step	Pacific Time (US & Canada)	Georgia	en			
would love to live in iceland really	Pacific Time (US & Canada)	Georgia	en			
i guess i am punished	Pacific Time (US & Canada)	Georgia	en			
i am waiting still my chances when i am able to start chat with russians???	Pacific Time (US & Canada)	Georgia	en			
imagining girls in 22 century :D :D .....	Pacific Time (US & Canada)	Georgia	en			
social network sucks huhuh of course fuck that keyboard words	Pacific Time (US & Canada)	Georgia	en			
many many chances are missed	Pacific Time (US & Canada)	Georgia	en			
fake girls are everywhere	Pacific Time (US & Canada)	Georgia	en			
"is that real like they say?? "" iceland is really expensive )??"	Pacific Time (US & Canada)	Georgia	en			
sometimes there are moments you feel like you fed up... but trust that smth great good is waiting for you..... after that moment...	Pacific Time (US & Canada)	Georgia	en			
"DPLA Subject Haiku #30769

Ships--Remote sensing
Orbital transfer (Space flight)
Methadone abuse"			en			
@Painweb All opioid prescription should include a rehab wrap up. Who knew methadone was so hard to quit.			en			
Have ambiguous genitalia?You probably have Toxic Shock Syndrome.This causes a total eclipse of the heart.Try Methadone			en			
Have an ear ache?You probably have Claustrophobia .This causes closing of the throat.Try Methadone			en			
Have an explosive temper?You probably have Anorexia.This causes closing of the throat.Try Methadone			en			
@NickdelaTorreGC Or all his heroes at the methadone clinic		"Lakeland, FL"	en			
Have you eaten today?Yes?You suffer from Autism.This causes bellybutton growth.Try Methadone			en			
@angryjogger Was going to have an Erdinger Alkoholfrei and some crisps. Methadone for pissheads.		"walesland, finally"	en			
