	PMID	CUI1	PTerm1	CUI2	PTerm2	CUI3	PTerm3	CUI4	PTerm4	CUI5	PTerm5	CUI6	PTerm6	CUI7	PTerm7	CUI8	PTerm8	CUI9	PTerm9	CUI10	PTerm10	CUI11	PTerm11	CUI12	PTerm12	CUI13	PTerm13	CUI14	PTerm14	CUI15	PTerm15	CUI16	PTerm16	CUI17	PTerm17	CUI18	PTerm18	CUI19	PTerm19	CUI20	PTerm20	CUI21	PTerm21	CUI22	PTerm22	CUI23	PTerm23	CUI24	PTerm24	CUI25	PTerm25	CUI26	PTerm26	CUI27	PTerm27	CUI28	PTerm28	CUI29	PTerm29	CUI30	PTerm30	CUI31	PTerm31	CUI32	PTerm32	CUI33	PTerm33	CUI34	PTerm34	CUI35	PTerm35	CUI36	PTerm36
1462	978490	C0546816	Persistence	C3843765	65+	C2825142	Experimental Result	C0150312	Present																																																																
1463	978336	C3845593	Major change	C2700617	Irritation - emotion	C2825032	Withdrawal (dysfunction)	C0542247	Tremulousness	C0229992	Psyche structure	C0442816	Normal limits	C0033923	Psychomotor Performance																																																										
1464	975725	C3843766	<50	C3838679	4+ Answer to question	C3843766	<50	C0150312	Present	C2827071	Unintentional Material Aspiration	C3844638	Either	C0150312	Present																																																										
1465	975724	C3838679	4+ Answer to question	C1444656	Indicated																																																																				
1466	975556	C0019337	Heroin Dependence	C1514241	Positive Finding	C1514241	Positive Finding	C1514241	Positive Finding	C2825142	Experimental Result	C1514241	Positive Finding	C2825142	Experimental Result																																																										
1467	828270	C4297006	Increase dose	C0442797	Decreasing	C4288557	One Activity Hour	C0442797	Decreasing	C4288557	One Activity Hour	C2825142	Experimental Result	C0442797	Decreasing	C2825142	Experimental Result																																																								
1468	799549	C0600688	Toxic effect	C0728867	Drug effect disorder	C1320408	Urinary elimination status	C4321237	High Level	C2316810	Chronic kidney disease stage 5	C4055506	Accumulation	C0041948	Uremia	C1963154	Renal Failure Adverse Event	C0030587	Paroxysmal atrial tachycardia	C4321237	High Level	C2700617	Irritation - emotion	C0231530	Muscle twitch	C4321237	High Level	C3806829	Muscle weakness, severe	C0234233	Sore to touch	C1963154	Renal Failure Adverse Event	C4055506	Accumulation	C1565489	Renal Insufficiency	C0596545	Experience	C4055506	Accumulation	C4055506	Accumulation	C1963154	Renal Failure Adverse Event	C0600688	Toxic effect	C0027497	Nausea	C0042963	Vomiting	C0221201	Macular rash	C0027813	Neuritis	C1565489	Renal Insufficiency	C0039869	Thinking, function	C4055506	Accumulation	C0600688	Toxic effect	C0041755	Adverse reaction to drug	C1963154	Renal Failure Adverse Event	C0679006	Decision				
1469	791972	C2825142	Experimental Result	C0020517	Hypersensitivity	C0344307	Absence of pain sensation	C2825142	Experimental Result	C0449416	Source																																																														
1470	791462	C0150312	Present	C3843765	65+	C0231218	Malaise	C0241311	post operative (finding)	C0231218	Malaise	C0033898	Psychological Factors	C0600138	Does play	C0030201	Pain, Postoperative																																																								
1471	789919	C3843766	<50	C0009450	Communicable Diseases	C0043250	Injury wounds	C2825142	Experimental Result	C0016204	Flatulence	C4281574	Much	C1273517	Used by	C0425245	Mobility as a finding	C0011581	Depressive disorder																																																						
1472	191153	C0150312	Present	C4055506	Accumulation	C4055506	Accumulation	C0150312	Present	C4281574	Much																																																														
1473	186791																																																																								
1474	186788	C0026552	Morphine Dependence	C0150312	Present																																																																				
1475	184858	C1273517	Used by	C1554187	Gender Status - Intact	C1273517	Used by	C0004268	Attention	C0558058	Reflecting																																																														
1476	13530	C0037088	Signs and Symptoms																																																																						
1477	11531	C0004268	Attention	C4055506	Accumulation	C0004268	Attention	C0728867	Drug effect disorder	C0549654	DRUGS IN TISSUES	C4281574	Much	C2371925	Predictability																																																										
1478	11291	C0020672	Hypothermia, natural	C0085639	Falls	C1301797	Induced hypothermia (finding)	C0020672	Hypothermia, natural	C0020672	Hypothermia, natural	C2825142	Experimental Result																																																												
1479	11106	C0423103	Eye measure	C0231162	Normal general body function																																																																				
1480	11018	C0344307	Absence of pain sensation	C3843661	Too little	C0344307	Absence of pain sensation	C0344307	Absence of pain sensation	C2984079	Somewhat	C1853377	Enlarged cisterna magna	C0344307	Absence of pain sensation																																																										
1481	10824	C4281574	Much	C0032343	Poisoning	C0013146	Drug abuse	C0445223	Related personal status																																																																
1482	10428	C0442797	Decreasing	C0344307	Absence of pain sensation	C0150312	Present	C0429964	Dependent for dressing																																																																
1483	10268	C0150312	Present	C3809991	IMMUNODEFICIENCY, COMMON VARIABLE, 10	C0740747	acid base status	C3809991	IMMUNODEFICIENCY, COMMON VARIABLE, 10	C1659989	Respiratory problem	C0522165	Feeling calm	C0596545	Experience	C0001122	Acidosis	C0860761	pH high	C0450407	ph+	C0150312	Present																																																		
1484	1036895																																																																								
1485	1036894	C0206277	Fatal Outcome	C0728899	Intoxication	C1705232	Death Related to Adverse Event	C0728899	Intoxication																																																																
1486	1036886	C1705232	Death Related to Adverse Event	C0161558	Poisoning by barbiturate	C0029944	Drug Overdose	C1705232	Death Related to Adverse Event	C0161558	Poisoning by barbiturate	C0029944	Drug Overdose	C1705232	Death Related to Adverse Event	C0032343	Poisoning	C0572916	Barbiturate overdose	C1705232	Death Related to Adverse Event	C0032343	Poisoning	C0572916	Barbiturate overdose	C0086045	Mental concentration																																														
1487	999496	C0004936	Mental disorders	C0013146	Drug abuse	C0520473	Organic psychotic condition	C3825704	Schizophrenics	C0683278	Mental Suffering	C0004936	Mental disorders	C0013146	Drug abuse	C3825704	Schizophrenics	C3838679	4+ Answer to question	C0520473	Organic psychotic condition	C0233687	Thought insertion	C0233686	Thought withdrawal	C0233688	Thought broadcast	C0150312	Present	C1457887	Symptoms	C0036341	Schizophrenia	C0150312	Present	C0036341	Schizophrenia	C0004271	Attitude	C0596545	Experience	C0349204	Nonorganic psychosis																														
1488	62125	C3843708	29+	C0700285	Drug addict	C1510472	Drug Dependence	C1135241	Weeks pregnant	C0858353	addicted to heroin	C3838679	4+ Answer to question	C1510472	Drug Dependence	C0311392	Physical findings	C0029104	Opioid withdrawal	C0029104	Opioid withdrawal	C0039082	Syndrome	C0038587	Substance Withdrawal Syndrome	C2053600	delivery hospital	C0029104	Opioid withdrawal	C0039082	Syndrome	C0038587	Substance Withdrawal Syndrome																																								
1489	10625	C0344315	Depressed mood	C0086045	Mental concentration	C0150312	Present	C0011570	Mental Depression																																																																
1490	827756	C1518681	Outcome of Therapy																																																																						
1491	983073	C0162703	Pain Threshold	C0162703	Pain Threshold	C0557351	Employed	C0014518	Toxic Epidermal Necrolysis	C3843766	<50	C0162703	Pain Threshold	C0041755	Adverse reaction to drug	C0162703	Pain Threshold	C0162703	Pain Threshold	C0162703	Pain Threshold	C1273937	Not significant	C0150312	Present																																																
1492	10049																																																																								
1493	994964	C0700285	Drug addict	C0589120	Follow-up status	C0150312	Present	C0524662	Opiate Addiction	C0237105	Emotional Stability	C0683954	research results	C0013987	Emotions	C1290955	drug dependent																																																								
1494	987831	C0429964	Dependent for dressing	C0011570	Mental Depression	C0344315	Depressed mood	C0344315	Depressed mood	C0150312	Present	C0013220	Drug Tolerance																																																												
1495	974735	C1720436	Under anesthesia	C0344315	Depressed mood	C0595938	effect increased	C2825142	Experimental Result																																																																
1496	1035154	C0086045	Mental concentration	C0150312	Present	C2825142	Experimental Result	C1273517	Used by																																																																
1497	1034305	C0221198	Lesion	C0221198	Lesion	C4304523	Withdrawal sign	C0221198	Lesion	C0221198	Lesion	C2825142	Experimental Result	C1955473	Others - Allergy	C0221198	Lesion	C2825142	Experimental Result	C0086168	Dissociation	C0278080	Physical addiction																																																		
1498	1033508	C0150312	Present	C0015967	Fever	C0026552	Morphine Dependence	C4304523	Withdrawal sign	C0392703	Shakes	C0020672	Hypothermia, natural	C1457883	Aggressive reaction	C0020456	Hyperglycemia	C1301797	Induced hypothermia (finding)																																																						
1499	1033507	C2825142	Experimental Result	C0278080	Physical addiction	C0004083	Mental association	C3844638	Either	C0009647	Conditioning (Psychology)	C0015347	Extinction, Psychological	C0234404	Conditioned stimulus	C0015347	Extinction, Psychological	C0009647	Conditioning (Psychology)																																																						
1500	1024471	C3843494	Medication 1	C1273517	Used by	C1273517	Used by																																																																		
1501	1017385	C0150312	Present	C3843766	<50	C0150312	Present	C0150312	Present	C0242510	Drug usage	C0332128	Examined	C0150312	Present	C0018790	Cardiac Arrest																																																								
1502	1017384	C1273517	Used by	C0277786	Chief complaint (finding)	C0087169	Withdrawal Symptoms																																																																		
